id,season,home_team_goal,away_team_goal,date,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,name,name,team_long_name,team_short_name,team_long_name,team_short_name
4241,2014/2015,1,2,2015-03-22 00:00:00,37868,307021,22764,94043,246575,156008,47558,314605,37234,51553,184536,182917,35327,165823,186137,161012,34944,164676,41468,39618,23354,30829,England,England Premier League,Liverpool,LIV,Manchester United,MUN
4242,2014/2015,3,0,2015-03-21 00:00:00,31432,30509,156551,39027,31291,33991,101103,37459,30631,143365,37412,23021,169162,32441,26527,33086,25075,24148,43247,24171,33468,239807,England,England Premier League,Manchester City,MCI,West Bromwich Albion,WBA
4243,2014/2015,1,2,2015-03-21 00:00:00,24229,24890,24899,104482,160243,94550,109652,31292,199834,264840,479020,50065,425255,177503,46539,38521,159594,75489,50047,37436,113836,46469,England,England Premier League,Newcastle United,NEW,Arsenal,ARS
4244,2014/2015,1,2,2015-03-22 00:00:00,36374,109298,24209,176889,245530,156727,24205,127133,113465,24741,187266,31465,77690,263653,23268,24846,101192,30895,24156,24006,30922,181276,England,England Premier League,Queens Park Rangers,QPR,Everton,EVE
4245,2014/2015,2,0,2015-03-21 00:00:00,95336,157838,160599,26552,46010,23792,46893,94267,23293,303339,41280,24155,191869,43252,23134,240538,32304,37240,25415,107280,46898,214426,England,England Premier League,Southampton,SOU,Burnley,BUR
4246,2014/2015,1,2,2015-03-21 00:00:00,46518,40695,47418,119541,37194,109621,110148,39109,72735,24213,30830,22998,146830,23837,23030,183519,28901,22929,198510,35345,160194,35523,England,England Premier League,Stoke City,STK,Crystal Palace,CRY
4247,2014/2015,4,3,2015-03-21 00:00:00,26295,159833,361315,37762,46353,160448,500520,166422,157723,110189,194165,37770,23571,38899,23818,67850,30930,173408,214570,286119,26554,23190,England,England Premier League,Tottenham Hotspur,TOT,Leicester City,LEI
4248,2014/2015,1,0,2015-03-21 00:00:00,169756,214685,148302,24751,155782,23678,37169,23538,23933,30892,192899,103428,32579,30362,24150,180330,109058,35443,118929,32627,169721,30348,England,England Premier League,West Ham United,WHU,Sunderland,SUN
4249,2014/2015,4,1,2015-04-04 00:00:00,50065,427438,35606,46539,38521,159594,75489,37436,36378,50047,46469,37868,307021,30831,94043,156008,95327,314605,47558,280260,246575,184536,England,England Premier League,Arsenal,ARS,Liverpool,LIV
4250,2014/2015,0,0,2015-04-05 00:00:00,24155,191869,43252,23134,240538,32304,37240,25415,107280,46898,214426,37193,159833,361315,177837,46353,500520,160448,157723,114971,110189,194165,England,England Premier League,Burnley,BUR,Tottenham Hotspur,TOT
4251,2014/2015,2,1,2015-04-04 00:00:00,170323,31306,23783,30627,72541,115067,30613,94086,128864,107417,39987,46518,119541,40695,200962,47418,23253,109621,33881,39109,24213,72735,England,England Premier League,Chelsea,CHE,Stoke City,STK
4252,2014/2015,2,1,2015-04-06 00:00:00,22998,146830,23837,23030,154271,22929,28901,198510,35345,160194,35523,31432,26111,30459,39027,31291,33991,40196,36615,37459,37412,15403,England,England Premier League,Crystal Palace,CRY,Manchester City,MCI
4253,2014/2015,1,0,2015-04-04 00:00:00,31465,77690,263653,23268,24846,101192,23782,30895,215384,24006,30922,35496,157838,26552,160599,46010,166676,46893,279490,23293,26675,41280,England,England Premier League,Everton,EVE,Southampton,SOU
4254,2014/2015,2,1,2015-04-04 00:00:00,37770,67850,38899,23571,214570,173408,30930,278343,23190,286119,26554,169756,214685,24751,35110,155782,23678,37169,30892,148302,23933,192899,England,England Premier League,Leicester City,LEI,West Ham United,WHU
4255,2014/2015,3,1,2015-04-04 00:00:00,182917,35327,186137,161035,161012,34944,41468,164676,39618,23354,30829,69650,32870,257847,161414,183715,29581,56972,78324,184360,148315,23264,England,England Premier League,Manchester United,MUN,Aston Villa,AVL
4256,2014/2015,1,0,2015-04-05 00:00:00,103428,22964,188540,24150,180330,35443,25150,118929,30348,32627,169721,24229,24890,104482,24899,160243,33852,199834,31292,94550,264840,479020,England,England Premier League,Sunderland,SUN,Newcastle United,NEW
4257,2014/2015,3,1,2015-04-04 00:00:00,30973,111800,155050,24948,102356,144996,46008,38831,127130,157729,26344,32496,24531,35480,40132,111930,190872,115681,131583,231801,101969,105548,England,England Premier League,Swansea City,SWA,Hull City,HUL
4258,2014/2015,1,4,2015-04-04 00:00:00,23021,43247,32441,33086,23257,24171,24148,25075,33468,239807,115160,36374,109298,24209,176889,245530,127133,24205,156727,50661,187266,24741,England,England Premier League,West Bromwich Albion,WBA,Queens Park Rangers,QPR
4259,2014/2015,0,1,2015-04-11 00:00:00,24155,191869,43252,23134,240538,32304,37240,25415,107280,46898,214426,50065,427438,35606,46539,38521,159594,75489,36378,37436,50047,46469,England,England Premier League,Burnley,BUR,Arsenal,ARS
4260,2014/2015,2,0,2015-04-13 00:00:00,37868,34036,307021,114268,314605,156008,95327,47558,280653,246575,184536,24229,24890,24899,104482,109652,301234,160243,199834,94550,39968,479020,England,England Premier League,Liverpool,LIV,Newcastle United,NEW
4261,2014/2015,4,2,2015-04-12 00:00:00,182917,35327,186137,165823,161012,34944,41468,164676,39618,23354,30829,31432,30509,39027,30459,31291,40196,36615,33991,37459,38807,37412,England,England Premier League,Manchester United,MUN,Manchester City,MCI
4262,2014/2015,0,1,2015-04-12 00:00:00,36374,109298,24209,176889,23311,127133,156727,24205,35466,187266,24741,170323,31306,23783,30627,72541,115067,79574,94086,30613,107417,30822,England,England Premier League,Queens Park Rangers,QPR,Chelsea,CHE
4263,2014/2015,2,0,2015-04-11 00:00:00,35496,160599,26552,72665,46010,166676,46893,23293,23792,303339,41280,24227,163200,24531,35480,40132,111930,115681,24656,21864,23839,101969,England,England Premier League,Southampton,SOU,Hull City,HUL
4264,2014/2015,1,4,2015-04-11 00:00:00,103428,22964,188540,24150,180330,109058,25150,118929,30348,32627,169721,22998,146830,23837,23030,183519,8985,28901,198510,35345,160194,35523,England,England Premier League,Sunderland,SUN,Crystal Palace,CRY
4265,2014/2015,1,1,2015-04-11 00:00:00,30973,89185,155050,24948,102356,46008,144996,127130,157729,38831,26344,31465,77690,263653,23268,24846,101192,23782,30895,215384,24006,30922,England,England Premier League,Swansea City,SWA,Everton,EVE
4266,2014/2015,0,1,2015-04-11 00:00:00,37193,177837,95509,361315,46353,500520,160448,166422,110189,157723,194165,69650,183500,30602,161414,30352,56972,160713,78324,312765,148315,23264,England,England Premier League,Tottenham Hotspur,TOT,Aston Villa,AVL
4267,2014/2015,2,3,2015-04-11 00:00:00,23021,169162,32441,33086,23257,24171,24148,113968,25075,115160,239807,37770,67850,23571,38899,214570,286119,173408,30930,139671,23190,26554,England,England Premier League,West Bromwich Albion,WBA,Leicester City,LEI
4268,2014/2015,1,1,2015-04-11 00:00:00,169756,214685,24751,35110,155782,37169,23678,30892,148302,195927,192899,46518,119541,40695,200962,47418,109621,23253,110148,39109,106228,33881,England,England Premier League,West Ham United,WHU,Stoke City,STK
4269,2014/2015,0,0,2015-05-20 00:00:00,50065,427438,35606,46539,78513,75489,37436,143793,36378,50047,46469,103428,22964,165526,24150,180330,24159,25150,35443,30348,38759,169721,England,England Premier League,Arsenal,ARS,Sunderland,SUN
4270,2014/2015,3,3,2015-04-07 00:00:00,69650,183500,30602,161414,30352,160713,56972,312765,78324,148315,23264,36374,109298,24209,176889,23311,127133,24205,156727,38820,187266,24741,England,England Premier League,Aston Villa,AVL,Queens Park Rangers,QPR
4271,2014/2015,1,0,2015-04-18 00:00:00,170323,31306,23783,30627,72541,281207,115067,128864,30613,107417,30822,182917,35327,165823,575780,362694,164676,41468,30829,39618,23354,22543,England,England Premier League,Chelsea,CHE,Manchester United,MUN
4272,2014/2015,0,2,2015-04-18 00:00:00,22998,146830,23837,23030,22929,8985,28901,198510,35345,160194,35523,23021,169162,32441,33086,23257,24171,24148,113968,25075,239807,25666,England,England Premier League,Crystal Palace,CRY,West Bromwich Albion,WBA
4273,2014/2015,1,0,2015-04-18 00:00:00,31465,77690,263653,23268,24846,23782,30895,101192,215384,26151,30922,24155,191869,43252,23134,240538,32304,25415,37240,107280,214426,46898,England,England Premier League,Everton,EVE,Burnley,BUR
4274,2014/2015,1,0,2015-04-28 00:00:00,24227,111930,24531,40132,163200,231801,115681,24656,21864,101969,23839,37868,307021,22764,114268,34036,156008,47558,184536,246575,108808,280653,England,England Premier League,Hull City,HUL,Liverpool,LIV
4275,2014/2015,2,0,2015-04-18 00:00:00,37770,13423,38899,23571,214570,139671,103419,30930,173461,26554,286119,30973,193223,155050,24948,89185,144996,127130,46008,38831,156556,157729,England,England Premier League,Leicester City,LEI,Swansea City,SWA
4276,2014/2015,2,0,2015-04-19 00:00:00,31432,30509,30459,156551,16351,36615,101103,33991,30631,37459,37412,169756,214685,24751,35110,155782,23678,30892,148302,37169,195927,34543,England,England Premier League,Manchester City,MCI,West Ham United,WHU
4277,2014/2015,1,3,2015-04-19 00:00:00,24229,104482,30929,24899,109652,24890,301234,160243,31292,479020,199834,37193,361315,37762,95509,46353,114971,500520,174850,157723,110189,194165,England,England Premier League,Newcastle United,NEW,Tottenham Hotspur,TOT
4278,2014/2015,2,1,2015-04-18 00:00:00,46518,119541,40695,200962,37194,23253,109621,33881,24213,110148,72735,35496,157838,26552,72665,46010,46893,160599,23792,303339,94267,41280,England,England Premier League,Stoke City,STK,Southampton,SOU
4279,2014/2015,0,0,2015-04-26 00:00:00,50065,427438,35606,46539,38521,159594,75489,36378,37436,50047,46469,170323,31306,23783,30627,72541,115067,30613,79574,107417,94086,128864,England,England Premier League,Arsenal,ARS,Chelsea,CHE
4280,2014/2015,0,1,2015-04-25 00:00:00,24155,191869,43252,23134,240538,32304,25415,37240,24372,214426,27568,37770,139671,13423,38899,23571,24781,173317,30930,103419,286119,26554,England,England Premier League,Burnley,BUR,Leicester City,LEI
4281,2014/2015,0,2,2015-04-25 00:00:00,22998,154271,23837,23030,183519,28901,8985,198510,35345,160194,35523,24227,163200,24531,40132,111930,115681,24656,21864,231801,101969,23839,England,England Premier League,Crystal Palace,CRY,Hull City,HUL
4282,2014/2015,3,0,2015-04-26 00:00:00,31465,77690,263653,23268,24846,101192,23782,30895,215384,24006,181276,182917,35327,165823,575780,362694,161012,41468,164676,39618,23354,30829,England,England Premier League,Everton,EVE,Manchester United,MUN
4283,2014/2015,3,2,2015-04-25 00:00:00,31432,30509,30459,156551,16351,101103,36615,33991,30631,37459,37412,69650,183500,257847,30602,30352,160713,182223,312765,56972,78324,148315,England,England Premier League,Manchester City,MCI,Aston Villa,AVL
4284,2014/2015,2,3,2015-04-25 00:00:00,24229,104482,24899,30929,109652,33852,24890,160243,199834,479020,161420,30973,89185,155050,24948,193223,127130,46008,23305,157729,52563,156556,England,England Premier League,Newcastle United,NEW,Swansea City,SWA
4285,2014/2015,0,0,2015-04-25 00:00:00,36374,24209,24211,176889,23311,127133,24205,156727,35466,187266,24741,169756,214685,24751,570760,155782,30892,148302,37169,23538,23933,195927,England,England Premier League,Queens Park Rangers,QPR,West Ham United,WHU
4286,2014/2015,2,2,2015-04-25 00:00:00,35496,157838,26552,72665,46010,46893,160599,279490,303339,23792,41280,26295,361315,95509,37762,276121,500520,160448,174850,157723,110189,194165,England,England Premier League,Southampton,SOU,Tottenham Hotspur,TOT
4287,2014/2015,1,1,2015-04-25 00:00:00,46518,119541,40695,200962,37194,39109,109621,33881,24213,110148,72735,103428,22964,165526,24150,180330,114218,25150,109058,118929,30348,169721,England,England Premier League,Stoke City,STK,Sunderland,SUN
4288,2014/2015,0,0,2015-04-25 00:00:00,23021,169162,32441,33086,23257,25075,113968,24148,24171,239807,25666,37868,307021,22764,114268,280653,156008,30618,34036,184536,246575,108808,England,England Premier League,West Bromwich Albion,WBA,Liverpool,LIV
4289,2014/2015,3,2,2015-05-02 00:00:00,24224,183500,30602,257847,30352,160713,182223,312765,78324,29581,148315,31465,77690,263653,23268,24846,30895,101192,23782,26151,32705,181276,England,England Premier League,Aston Villa,AVL,Everton,EVE
4290,2014/2015,1,0,2015-05-03 00:00:00,170323,31306,23783,30627,72541,155066,115067,94086,30613,107417,30822,22998,23358,23837,23030,146830,28901,22929,149917,198510,35345,160194,England,England Premier League,Chelsea,CHE,Crystal Palace,CRY
4291,2014/2015,1,3,2015-05-04 00:00:00,24227,163200,24531,40132,111930,115681,24656,21864,231801,101969,23839,50065,427438,35606,46539,38521,159594,37436,75489,36378,50047,46469,England,England Premier League,Hull City,HUL,Arsenal,ARS
4292,2014/2015,3,0,2015-05-02 00:00:00,37770,13423,38899,23571,139671,173408,30930,214570,278343,286119,26554,24229,104482,24899,30929,308932,24890,160243,33852,94550,479020,161420,England,England Premier League,Leicester City,LEI,Newcastle United,NEW
4293,2014/2015,2,1,2015-05-02 00:00:00,37868,307021,22764,114268,34036,156008,30618,184536,246575,39225,37234,36374,24209,176889,24211,23311,127133,24205,156727,35466,109638,187266,England,England Premier League,Liverpool,LIV,Queens Park Rangers,QPR
4294,2014/2015,0,1,2015-05-02 00:00:00,182917,35327,165823,575780,161012,164676,41468,39618,30829,23354,30843,23021,169162,32441,26527,33086,71502,25075,24148,113968,23257,239807,England,England Premier League,Manchester United,MUN,West Bromwich Albion,WBA
4295,2014/2015,2,1,2015-05-02 00:00:00,103428,22964,165526,24150,180330,25150,35443,118929,38759,30348,169721,35496,157838,26552,72665,46010,160599,166676,23293,279490,303339,41280,England,England Premier League,Sunderland,SUN,Southampton,SOU
4296,2014/2015,2,0,2015-05-02 00:00:00,30973,89185,155050,24948,102356,46008,127130,23305,157729,52563,156556,288880,36786,40695,47418,37194,23253,109621,33881,39109,110148,72735,England,England Premier League,Swansea City,SWA,Stoke City,STK
4297,2014/2015,0,1,2015-05-03 00:00:00,26295,361315,95509,37762,46353,160448,500520,174850,157723,110189,194165,31432,30509,30459,156551,16351,101103,40196,38807,30631,37459,37412,England,England Premier League,Tottenham Hotspur,TOT,Manchester City,MCI
4298,2014/2015,1,0,2015-05-02 00:00:00,169756,214685,24751,570760,155782,23933,148302,37169,30892,195927,41232,24155,191869,43252,23134,240538,32304,37240,25415,24372,214426,107280,England,England Premier League,West Ham United,WHU,Burnley,BUR
4299,2014/2015,0,1,2015-05-11 00:00:00,50065,427438,35606,46539,38521,159594,37436,36378,75489,50047,46469,30973,89185,24948,155050,102356,144996,127130,46008,23305,157729,52563,England,England Premier League,Arsenal,ARS,Swansea City,SWA
4300,2014/2015,1,0,2015-05-09 00:00:00,24224,183500,257847,30602,30352,160713,182223,78324,312765,29581,148315,169756,214685,24751,570760,155782,37169,148302,30892,23933,41232,195927,England,England Premier League,Aston Villa,AVL,West Ham United,WHU
4301,2014/2015,1,1,2015-05-10 00:00:00,170323,31306,281207,30627,41167,30613,32345,604982,94086,107417,39987,37868,307021,22764,114268,34036,156008,30618,184536,246575,39225,37234,England,England Premier League,Chelsea,CHE,Liverpool,LIV
4302,2014/2015,1,2,2015-05-09 00:00:00,22998,146830,23837,23030,183519,8985,22929,28901,160194,35523,198510,182917,35327,165823,186137,362694,161012,41468,164676,39618,23354,30829,England,England Premier League,Crystal Palace,CRY,Manchester United,MUN
4303,2014/2015,0,2,2015-05-09 00:00:00,31465,77690,263653,23268,24846,23782,30895,101192,215384,24006,181276,103428,22964,165526,30362,180330,118929,25150,35443,30348,38759,169721,England,England Premier League,Everton,EVE,Sunderland,SUN
4304,2014/2015,0,1,2015-05-09 00:00:00,24227,163200,24531,40132,111930,115681,24656,21864,231801,23839,101969,24155,191869,43252,23134,240538,32304,37240,25415,24372,214426,107280,England,England Premier League,Hull City,HUL,Burnley,BUR
4305,2014/2015,2,0,2015-05-09 00:00:00,37770,13423,38899,23571,139671,173408,30930,214570,278343,286119,26554,278285,157838,26552,46010,160599,166676,23792,26675,502420,303339,41280,England,England Premier League,Leicester City,LEI,Southampton,SOU
4306,2014/2015,6,0,2015-05-10 00:00:00,31432,30509,30459,156551,16351,101103,40196,38807,30631,37459,37412,36374,24211,176889,23311,127133,24205,109638,35466,245530,187266,24741,England,England Premier League,Manchester City,MCI,Queens Park Rangers,QPR
4307,2014/2015,1,1,2015-05-09 00:00:00,24229,24890,30929,308932,109652,160243,199834,94550,33852,161420,479020,23021,169162,32441,26527,33086,25075,24148,113968,71502,23257,25666,England,England Premier League,Newcastle United,NEW,West Bromwich Albion,WBA
4308,2014/2015,3,0,2015-05-09 00:00:00,288880,119541,40695,173382,37194,23253,109621,33881,39109,110148,72735,26295,361315,95509,177837,37762,160448,500520,174850,157723,110189,194165,England,England Premier League,Stoke City,STK,Tottenham Hotspur,TOT
4309,2014/2015,0,0,2015-05-16 00:00:00,24155,191869,43252,23134,240538,32304,37240,25415,107280,24372,214426,288880,119541,40695,173382,37194,23253,109621,33881,39109,110148,72735,England,England Premier League,Burnley,BUR,Stoke City,STK
4310,2014/2015,1,3,2015-05-16 00:00:00,37868,307021,22764,114268,280653,30618,156008,314605,184536,246575,37234,36283,146830,154271,23837,183519,28901,22929,35345,130670,25537,160194,England,England Premier League,Liverpool,LIV,Crystal Palace,CRY
